naics,naics_title,sic,sic_description
456110,Pharmacies and Drug Retailers ,5122,"Drugs, Proprietaries, and Sundries"
456110,Pharmacies and Drug Retailers ,5912,Drug Stores and Proprietary Stores
456110,Pharmacies and Drug Retailers ,5961,Catalog and Mail-order Houses
456110,Pharmacies and Drug Retailers ,5963,Direct Selling Establishments
456120,"Cosmetics, Beauty Supplies, and Perfume Retailers ",5087,Service Establishment Equipment
456120,"Cosmetics, Beauty Supplies, and Perfume Retailers ",5122,"Drugs, Proprietaries, and Sundries"
456120,"Cosmetics, Beauty Supplies, and Perfume Retailers ",5999,"Miscellaneous Retail Stores, Nec"
456120,"Cosmetics, Beauty Supplies, and Perfume Retailers ",5961,Catalog and Mail-order Houses
456120,"Cosmetics, Beauty Supplies, and Perfume Retailers ",5963,Direct Selling Establishments
456130,Optical Goods Retailers ,5995,Optical Goods Stores
456130,Optical Goods Retailers ,5961,Catalog and Mail-order Houses
456130,Optical Goods Retailers ,5963,Direct Selling Establishments
456191,Food (Health) Supplement Retailers ,5122,"Drugs, Proprietaries, and Sundries"
456191,Food (Health) Supplement Retailers ,5499,Miscellaneous Food Stores
456191,Food (Health) Supplement Retailers ,5961,Catalog and Mail-order Houses
456191,Food (Health) Supplement Retailers ,5963,Direct Selling Establishments
456199,All Other Health and Personal Care Retailers ,5047,Medical and Hospital Equipment
456199,All Other Health and Personal Care Retailers ,5999,"Miscellaneous Retail Stores, Nec"
456199,All Other Health and Personal Care Retailers ,5961,Catalog and Mail-order Houses
456199,All Other Health and Personal Care Retailers ,5963,Direct Selling Establishments
457110,Gasoline Stations with Convenience Stores ,5411,Grocery Stores
457110,Gasoline Stations with Convenience Stores ,5541,Gasoline Service Stations
457120,Other Gasoline Stations ,5541,Gasoline Service Stations
457210,Fuel Dealers ,5171,Petroleum Bulk Stations and Terminals
457210,Fuel Dealers ,5171,Petroleum Bulk Stations and Terminals
457210,Fuel Dealers ,5983,Fuel Oil Dealers
457210,Fuel Dealers ,5984,Liquefied Petroleum Gas Dealers
457210,Fuel Dealers ,5989,"Fuel Dealers, Nec"
458110,Clothing and Clothing Accessories Retailers ,5136,Men's and Boy's Clothing
458110,Clothing and Clothing Accessories Retailers ,5611,Men's and Boys' Clothing Stores
458110,Clothing and Clothing Accessories Retailers ,5137,Women's and Children's Clothing
458110,Clothing and Clothing Accessories Retailers ,5621,Women's Clothing Stores
458110,Clothing and Clothing Accessories Retailers ,5137,Women's and Children's Clothing
458110,Clothing and Clothing Accessories Retailers ,5641,Children's and Infants' Wear Stores
458110,Clothing and Clothing Accessories Retailers ,5651,Family Clothing Stores
458110,Clothing and Clothing Accessories Retailers ,5611,Men's and Boys' Clothing Stores
458110,Clothing and Clothing Accessories Retailers ,5632,Women's Accessory and Specialty Stores
458110,Clothing and Clothing Accessories Retailers ,5699,Miscellaneous Apparel and Accessories
458110,Clothing and Clothing Accessories Retailers ,5136,Men's and Boy's Clothing
458110,Clothing and Clothing Accessories Retailers ,5137,Women's and Children's Clothing
458110,Clothing and Clothing Accessories Retailers ,5621,Women's Clothing Stores
458110,Clothing and Clothing Accessories Retailers ,5632,Women's Accessory and Specialty Stores
458110,Clothing and Clothing Accessories Retailers ,5699,Miscellaneous Apparel and Accessories
458110,Clothing and Clothing Accessories Retailers ,5961,Catalog and Mail-order Houses
458110,Clothing and Clothing Accessories Retailers ,5963,Direct Selling Establishments
458210,Shoe Retailers ,5139,Footwear
458210,Shoe Retailers ,5661,Shoe Stores
458210,Shoe Retailers ,5961,Catalog and Mail-order Houses
458210,Shoe Retailers ,5963,Direct Selling Establishments
458310,Jewelry Retailers ,5094,Jewelry and Precious Stones
458310,Jewelry Retailers ,5944,Jewelry Stores
458310,Jewelry Retailers ,7631,"Watch, Clock, and Jewelry Repair"
458310,Jewelry Retailers ,5961,Catalog and Mail-order Houses
458310,Jewelry Retailers ,5963,Direct Selling Establishments
458320,Luggage and Leather Goods Retailers ,5948,Luggage and Leather Goods Stores
458320,Luggage and Leather Goods Retailers ,5961,Catalog and Mail-order Houses
458320,Luggage and Leather Goods Retailers ,5963,Direct Selling Establishments
459110,Sporting Goods Retailers ,5091,Sporting and Recreation Goods
459110,Sporting Goods Retailers ,5099,"Durable Goods, Nec"
459110,Sporting Goods Retailers ,5941,Sporting Goods and Bicycle Shops
459110,Sporting Goods Retailers ,7699,"Repair Services, Nec"
459110,Sporting Goods Retailers ,5961,Catalog and Mail-order Houses
459110,Sporting Goods Retailers ,5963,Direct Selling Establishments
459120,"Hobby, Toy, and Game Retailers ",5092,Toys and Hobby Goods and Supplies
459120,"Hobby, Toy, and Game Retailers ",5099,"Durable Goods, Nec"
459120,"Hobby, Toy, and Game Retailers ",5945,"Hobby, Toy, and Game Shops"
459120,"Hobby, Toy, and Game Retailers ",5961,Catalog and Mail-order Houses
459120,"Hobby, Toy, and Game Retailers ",5963,Direct Selling Establishments
459130,"Sewing, Needlework, and Piece Goods Retailers ",5131,Piece Goods and Notions
459130,"Sewing, Needlework, and Piece Goods Retailers ",5714,Drapery and Upholstery Stores
459130,"Sewing, Needlework, and Piece Goods Retailers ",5949,"Sewing, Needlework, and Piece Goods"
459130,"Sewing, Needlework, and Piece Goods Retailers ",5961,Catalog and Mail-order Houses
459130,"Sewing, Needlework, and Piece Goods Retailers ",5963,Direct Selling Establishments
459140,Musical Instrument and Supplies Retailers ,5736,Musical Instrument Stores
459140,Musical Instrument and Supplies Retailers ,5961,Catalog and Mail-order Houses
459140,Musical Instrument and Supplies Retailers ,5963,Direct Selling Establishments
459210,Book Retailers and News Dealers ,5192,"Books, Periodicals, and Newspapers"
459210,Book Retailers and News Dealers ,5942,Book Stores
459210,Book Retailers and News Dealers ,5994,News Dealers and Newsstands
459210,Book Retailers and News Dealers ,5961,Catalog and Mail-order Houses
459210,Book Retailers and News Dealers ,5963,Direct Selling Establishments
459310,Florists ,5992,Florists
459310,Florists ,5961,Catalog and Mail-order Houses
459310,Florists ,5963,Direct Selling Establishments
459410,Office Supplies and Stationery Retailers ,5044,Office Equipment
459410,Office Supplies and Stationery Retailers ,5049,"Professional Equipment, Nec"
459410,Office Supplies and Stationery Retailers ,5111,Printing and Writing Paper
459410,Office Supplies and Stationery Retailers ,5112,Stationery and Office Supplies
459410,Office Supplies and Stationery Retailers ,5943,Stationery Stores
459410,Office Supplies and Stationery Retailers ,5961,Catalog and Mail-order Houses
459410,Office Supplies and Stationery Retailers ,5963,Direct Selling Establishments
459420,"Gift, Novelty, and Souvenir Retailers ",5199,"Nondurable Goods, Nec"
459420,"Gift, Novelty, and Souvenir Retailers ",5947,"Gift, Novelty, and Souvenir Shop"
459420,"Gift, Novelty, and Souvenir Retailers ",5961,Catalog and Mail-order Houses
459420,"Gift, Novelty, and Souvenir Retailers ",5963,Direct Selling Establishments
459510,Used Merchandise Retailers ,5932,Used Merchandise Stores
459510,Used Merchandise Retailers ,5961,Catalog and Mail-order Houses
459510,Used Merchandise Retailers ,5963,Direct Selling Establishments
459910,Pet and Pet Supplies Retailers ,5149,"Groceries and Related Products, Nec"
459910,Pet and Pet Supplies Retailers ,5199,"Nondurable Goods, Nec"
459910,Pet and Pet Supplies Retailers ,5999,"Miscellaneous Retail Stores, Nec"
459910,Pet and Pet Supplies Retailers ,5961,Catalog and Mail-order Houses
459910,Pet and Pet Supplies Retailers ,5963,Direct Selling Establishments
459920,Art Dealers ,5999,"Miscellaneous Retail Stores, Nec"
459920,Art Dealers ,5961,Catalog and Mail-order Houses
459920,Art Dealers ,5963,Direct Selling Establishments
459930,Manufactured (Mobile) Home Dealers ,5271,Mobile Home Dealers
459991,"Tobacco, Electronic Cigarette, and Other Smoking Supplies Retailers ",5194,Tobacco and Tobacco Products
459991,"Tobacco, Electronic Cigarette, and Other Smoking Supplies Retailers ",5199,"Nondurable Goods, Nec"
459991,"Tobacco, Electronic Cigarette, and Other Smoking Supplies Retailers ",5993,Tobacco Stores and Stands
459991,"Tobacco, Electronic Cigarette, and Other Smoking Supplies Retailers ",5961,Catalog and Mail-order Houses
459991,"Tobacco, Electronic Cigarette, and Other Smoking Supplies Retailers ",5963,Direct Selling Establishments
459999,All Other Miscellaneous Retailers ,5085,Industrial Supplies
459999,All Other Miscellaneous Retailers ,5113,Industrial and Personal Service Paper
459999,All Other Miscellaneous Retailers ,5162,Plastics Materials and Basic Shapes
459999,All Other Miscellaneous Retailers ,5999,"Miscellaneous Retail Stores, Nec"
459999,All Other Miscellaneous Retailers ,5961,Catalog and Mail-order Houses
459999,All Other Miscellaneous Retailers ,5963,Direct Selling Establishments
481111,Scheduled Passenger Air Transportation ,4512,"Air Transportation, Scheduled"
481112,Scheduled Freight Air Transportation ,4512,"Air Transportation, Scheduled"
481211,Nonscheduled Chartered Passenger Air Transportation ,4522,"Air Transportation, Nonscheduled"
481212,Nonscheduled Chartered Freight Air Transportation ,4522,"Air Transportation, Nonscheduled"
481219,Other Nonscheduled Air Transportation ,4522,"Air Transportation, Nonscheduled"
481219,Other Nonscheduled Air Transportation ,7319,"Advertising, Nec"
481219,Other Nonscheduled Air Transportation ,7335,Commercial Photography
481219,Other Nonscheduled Air Transportation ,7997,Membership Sports and Recreation Clubs
482111,Line-Haul Railroads ,4011,"Railroads, Line-haul Operating"
482112,Short Line Railroads ,4013,Switching and Terminal Services
483111,Deep Sea Freight Transportation ,4412,Deep Sea Foreign Transportation of Freight
483112,Deep Sea Passenger Transportation ,4481,"Deep Sea Passenger Transportation, Except Ferry"
483113,Coastal and Great Lakes Freight Transportation ,4424,Deep Sea Domestic Transportation of Freight
483113,Coastal and Great Lakes Freight Transportation ,4432,Freight Transportation On The Great Lakes
483114,Coastal and Great Lakes Passenger Transportation ,4481,"Deep Sea Passenger Transportation, Except Ferry"
483114,Coastal and Great Lakes Passenger Transportation ,4482,Ferries
483211,Inland Water Freight Transportation ,4449,Water Transportation of Freight
483211,Inland Water Freight Transportation ,4499,"Water Transportation Services, Nec"
483212,Inland Water Passenger Transportation ,4482,Ferries
483212,Inland Water Passenger Transportation ,4489,Water Passenger Transportation
484110,"General Freight Trucking, Local ",4212,"Local Trucking, Without Storage"
484110,"General Freight Trucking, Local ",4214,Local Trucking With Storage
484121,"General Freight Trucking, Long-Distance, Truckload ",4213,"Trucking, Except Local"
484122,"General Freight Trucking, Long-Distance, Less Than Truckload ",4213,"Trucking, Except Local"
484210,Used Household and Office Goods Moving,4212,"Local Trucking, Without Storage"
484210,Used Household and Office Goods Moving,4213,"Trucking, Except Local"
484210,Used Household and Office Goods Moving,4214,Local Trucking With Storage
484220,"Specialized Freight (except Used Goods) Trucking, Local ",4212,"Local Trucking, Without Storage"
484220,"Specialized Freight (except Used Goods) Trucking, Local ",4214,Local Trucking With Storage
484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance ",4213,"Trucking, Except Local"
485111,Mixed Mode Transit Systems ,4111,Local and Suburban Transit
485112,Commuter Rail Systems ,4111,Local and Suburban Transit
485113,Bus and Other Motor Vehicle Transit Systems ,4111,Local and Suburban Transit
485119,Other Urban Transit Systems ,4111,Local and Suburban Transit
485210,Interurban and Rural Bus Transportation,4131,Intercity and Rural Bus Transportation
485310,Taxi and Ridesharing Services ,4121,Taxicabs
485310,Taxi and Ridesharing Services ,4899,"Communication Services, Nec"
485320,Limousine Service,4119,"Local Passenger Transportation, Nec"
485410,School and Employee Bus Transportation,4119,"Local Passenger Transportation, Nec"
485410,School and Employee Bus Transportation,4151,School Buses
485510,Charter Bus Industry,4141,Local Bus Charter Service
485510,Charter Bus Industry,4142,"Bus Charter Service, Except Local"
485991,Special Needs Transportation ,4119,"Local Passenger Transportation, Nec"
485999,All Other Transit and Ground Passenger Transportation ,4111,Local and Suburban Transit
485999,All Other Transit and Ground Passenger Transportation ,4119,"Local Passenger Transportation, Nec"
486110,Pipeline Transportation of Crude Oil,4612,Crude Petroleum Pipelines
486210,Pipeline Transportation of Natural Gas,4922,Natural Gas Transmission
486210,Pipeline Transportation of Natural Gas,4923,Gas Transmission and Distribution
486910,Pipeline Transportation of Refined Petroleum Products,4613,Refined Petroleum Pipelines
486990,All Other Pipeline Transportation,4619,"Pipelines, Nec"
487110,"Scenic and Sightseeing Transportation, Land",4119,"Local Passenger Transportation, Nec"
487110,"Scenic and Sightseeing Transportation, Land",4789,"Transportation Services, Nec"
487110,"Scenic and Sightseeing Transportation, Land",7999,"Amusement and Recreation, Nec"
487210,"Scenic and Sightseeing Transportation, Water",4489,Water Passenger Transportation
487210,"Scenic and Sightseeing Transportation, Water",7999,"Amusement and Recreation, Nec"
487990,"Scenic and Sightseeing Transportation, Other",4522,"Air Transportation, Nonscheduled"
487990,"Scenic and Sightseeing Transportation, Other",7999,"Amusement and Recreation, Nec"
488111,Air Traffic Control,4581,"Airports, Flying Fields, and Services"
488111,Air Traffic Control,9621,"Regulation, Administration of Transportation"
488119,Other Airport Operations ,4581,"Airports, Flying Fields, and Services"
488119,Other Airport Operations ,4959,"Sanitary Services, Nec"
488119,Other Airport Operations ,7997,Membership Sports and Recreation Clubs
488190,Other Support Activities for Air Transportation,4581,"Airports, Flying Fields, and Services"
488210,Support Activities for Rail Transportation,4013,Switching and Terminal Services
488210,Support Activities for Rail Transportation,4741,Rental of Railroad Cars
488210,Support Activities for Rail Transportation,4789,"Transportation Services, Nec"
488310,Port and Harbor Operations,4491,Marine Cargo Handling
488310,Port and Harbor Operations,4499,"Water Transportation Services, Nec"
488320,Marine Cargo Handling,4491,Marine Cargo Handling
488330,Navigational Services to Shipping ,4492,Towing and Tugboat Service
488330,Navigational Services to Shipping ,4499,"Water Transportation Services, Nec"
488390,Other Support Activities for Water Transportation,3731,Shipbuilding and Repairing
488390,Other Support Activities for Water Transportation,4499,"Water Transportation Services, Nec"
488390,Other Support Activities for Water Transportation,4785,Inspection and Fixed Facilities
488390,Other Support Activities for Water Transportation,7699,"Repair Services, Nec"
488410,Motor Vehicle Towing,7549,"Automotive Services, Nec"
488490,Other Support Activities for Road Transportation ,4173,Bus Terminal and Service Facilities
